CN0950;CLINICAS PUBLICAS;MOCOA;PUTUMAYO;Contado
CN0951;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN0951;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN0952;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0953;CLINICAS PUBLICAS;YUMBO/V;NULL;CREDITO 30 DIAS
CN0955;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN0955;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN0956;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0958;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN0958;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN0960;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0962;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN0962;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN0963;CLINICAS PRIVADAS;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0964;CLINICAS PRIVADAS;PUERTO COLOMBIA;ATLANTICO;Contado
CN0964;CLINICAS PRIVADAS;PUERTO COLOMBIA;ATLANTICO;Contado
CN0965;CLINICAS PRIVADAS;TULUA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0966;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN0967;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN0967;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN0969;CLINICAS PRIVADAS;LA CEJA;ANTIOQUIA;CREDITO 90 DIAS, 30 DIAS 3%
CN0969;CLINICAS PRIVADAS;LA CEJA;ANTIOQUIA;CREDITO 90 DIAS, 30 DIAS 3%
CN0970;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0970;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0971;DISTRIBUIDORES;NULL;VALLE DEL CAUCA;Contado
CN0971;DISTRIBUIDORES;PEREIRA;RISARALDA;Contado
CN0973;NO DEDICADO A SALUD;Caldono;CAUCA;Contado
CN0973;NO DEDICADO A SALUD;Caldono;CAUCA;Contado
CN0974;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN0974;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN0975;DISTRIBUIDORES;PASTO;NARINO;Contado
CN0975;DISTRIBUIDORES;PASTO;NARINO;Contado
CN0976;DROG FARMACIA Y MISC;PASTO;NARINO;Contado
CN0976;DROG FARMACIA Y MISC;PASTO;NARINO;Contado
CN0977;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN0978;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN0979;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN0979;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN0981;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN0982;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN0982;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN0983;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN0983;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN0984;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN0984;NO DEDICADO A SALUD;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN0986;NO DEDICADO A SALUD;PLANETA RICA;CORDOBA;Contado
CN0986;NO DEDICADO A SALUD;PLANETA RICA;CORDOBA;Contado
CN0989;CLINICAS PUBLICAS;JAMUNDI/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN0991;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN0991;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN0992;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN0992;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN0993;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0993;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0994;NO DEDICADO A SALUD;JAMUNDI;VALLE DEL CAUCA;Contado
CN0994;NO DEDICADO A SALUD;JAMUNDI;VALLE DEL CAUCA;Contado
CN0996;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0996;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN0998;CLINICAS PRIVADAS;POAPAYAN;CAUCA;Contado
CN0998;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN0999;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1000;NO DEDICADO A SALUD;NULL;ANTIOQUIA;Contado
CN1000;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN10000;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN10000;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1001;MED LAB OP AMBUL;FLORENCIA;CAQUETA;Contado
CN1001;MED LAB OP AMBUL;FLORENCIA;CAQUETA;Contado
CN1002;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1003;ODONTO CENTRO ODONTO;NULL;VALLE DEL CAUCA;Contado
CN1003;ODONTO CENTRO ODONTO;JAMUNDI;VALLE DEL CAUCA;Contado
CN1004;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1004;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1005;CLINICAS PRIVADAS;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1005;CLINICAS PRIVADAS;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1007;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1008;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1008;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1009;DROG FARMACIA Y MISC;TIMBIO/C;CAUCA;CREDITO 30 DIAS
CN1010;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN1010;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN1011;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1012;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1012;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1013;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1013;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1014;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1014;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1018;MED LAB OP AMBUL;CANDELARIA;VALLE DEL CAUCA;Contado
CN1018;MED LAB OP AMBUL;CANDELARIA-Va;VALLE DEL CAUCA;Contado
CN1019;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN1019;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN1021;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1022;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1023;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN1023;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN1024;CLINICAS PRIVADAS;POPAYAN/C;CAUCA;CREDITO 30 DIAS 3%
CN1025;NO DEDICADO A SALUD;CARTAGENA;BOLIVAR;Contado
CN1025;NO DEDICADO A SALUD;CARTAGENA;BOLIVAR;Contado
CN1026;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1026;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1027;NO DEDICADO A SALUD;Tunja;BOYACA;Contado
CN1027;NO DEDICADO A SALUD;TUNJA;BOYACA;Contado
CN1028;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1029;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN1030;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1034;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1035;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1035;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1036;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1036;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1037;DROG FARMACIA Y MISC;cali;VALLE DEL CAUCA;Contado
CN1037;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1038;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN1038;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN1039;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1039;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1041;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN1041;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN1044;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN1044;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN1045;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1045;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1047;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN1047;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN1048;MED LAB OP AMBUL;BOGOTA;BOGOTA;Contado
CN1048;MED LAB OP AMBUL;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1049;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1049;NO DEDICADO A SALUD;CALI;VALLE DEL RIO CAUCA;Contado
CN1050;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 5%
CN1052;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1052;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1053;NO DEDICADO A SALUD;PACHO;CUNDINAMARCA;Contado
CN1053;NO DEDICADO A SALUD;PACHO;CUNDINAMARCA;Contado
CN1055;CAMPAÑA;PASTO;NARINO;Contado
CN1055;CAMPAÑA;pasto;NARINO;Contado
CN1056;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;CREDITO 30 DIAS
CN1057;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS 5 Imbanaco
CN1058;NO DEDICADO A SALUD;VALLEDUPAR;CESAR;Contado
CN1058;NO DEDICADO A SALUD;VALLEDUPAR;CESAR;Contado
CN1060;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1061;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1061;NO DEDICADO A SALUD;CALI;VALLE DEL RIO CAUCA;Contado
CN1063;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1063;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1064;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1064;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1065;NO DEDICADO A SALUD;cali;VALLE DEL CAUCA;Contado
CN1065;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1066;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1066;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1068;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN1068;NO DEDICADO A SALUD;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1069;CLINICAS PRIVADAS;RIONEGRO;ANTIOQUIA;Contado
CN1069;CLINICAS PRIVADAS;RIONEGRO;ANTIOQUIA;Contado
CN1070;DISTRIBUIDORES;ARMENIA;QUINDIO;Contado
CN1070;DISTRIBUIDORES;ARMENIA-Qu;QUINDIO;Contado
CN1073;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1073;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1074;DROG FARMACIA Y MISC;PASTO/N;NARINO;CREDITO 30 DIAS
CN1076;CAMPAÑA;CALI;VALLE DEL CAUCA;Contado
CN1076;CAMPAÑA;CALI;VALLE DEL CAUCA;Contado
CN1077;NO DEDICADO A SALUD;CIUDAD BOLIVAR;ANTIOQUIA;Contado
CN1077;NO DEDICADO A SALUD;CIUDAD BOLIVAR;ANTIOQUIA;Contado
CN1078;NO DEDICADO A SALUD;CALI;NULL;CREDITO 30 DIAS
CN1079;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1080;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN1080;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN1081;CLINICAS PUBLICAS;FLORIDA/V;VALLE DEL CAUCA;CREDITO 60 DIAS
CN1082;NO DEDICADO A SALUD;ARMENIA;QUINDIO;Contado
CN1082;NO DEDICADO A SALUD;ARMENIA-Qu;QUINDIO;Contado
CN1083;NO DEDICADO A SALUD;PATIA;CAUCA;Contado
CN1083;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1086;NO DEDICADO A SALUD;YOPAÑ;CASANARE;Contado
CN1086;NO DEDICADO A SALUD;YOPAL;CASANARE;Contado
CN1087;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN1090;DISTRIBUIDORES;PASTO;NARINO;Contado
CN1090;DISTRIBUIDORES;PASTO;NARINO;Contado
CN1091;CLINICAS PRIVADAS;JAMUNDI/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1092;NO DEDICADO A SALUD;MANIZALES;CALDAS;Contado
CN1092;NO DEDICADO A SALUD;MANIZALES;CALDAS;Contado
CN1093;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1093;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1094;NO DEDICADO A SALUD;CARTAGENA;BOLIVAR;Contado
CN1094;NO DEDICADO A SALUD;CARTAGENA;BOLIVAR;Contado
CN1095;MED LAB OP AMBUL;POPAYAN/C;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1097;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS (CONTADO 5%)
CN1098;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1098;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1099;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1099;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1100;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1100;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1101;NO DEDICADO A SALUD;BOGOTA/D.C.;CUNDINAMARCA;Contado
CN1104;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1104;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1105;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN1105;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN1106;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1106;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1107;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1107;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1109;CLINICAS PUBLICAS;RIOFRIO;VALLE DEL CAUCA;Contado
CN1109;CLINICAS PUBLICAS;RIOFRIO;VALLE DEL CAUCA;Contado
CN1110;DISTRIBUIDORES;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1110;DISTRIBUIDORES;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1112;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1113;CLINICAS PRIVADAS;ARMENIA/Q;QUINDIO;CREDITO 30 DIAS 3%, CONTADO 5%
CN1115;NO DEDICADO A SALUD;FORTUL;ARAUCA;Contado
CN1115;NO DEDICADO A SALUD;FORTUL;ARAUCA;Contado
CN1116;NO DEDICADO A SALUD;MANIZALES;CALDAS;Contado
CN1116;NO DEDICADO A SALUD;MANIZALES;CALDAS;Contado
CN1117;DISTRIBUIDORES;CARTAGENA;BOLIVAR;Contado
CN1117;DISTRIBUIDORES;CARTAGENA;BOLIVAR;Contado
CN1119;CAMPAÑA;BOGOTÁ;BOGOTA;Contado
CN1119;CAMPAÑA;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1120;MED LAB OP AMBUL;PASTO/N;NULL;CREDITO 30 DIAS
CN1121;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1121;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN1122;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1123;NO DEDICADO A SALUD;PIENDAMO;CAUCA;Contado
CN1123;NO DEDICADO A SALUD;PIENDAMO;CAUCA;Contado
CN1124;MED LAB OP AMBUL;PRADERA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1125;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1126;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN1126;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN1127;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN1127;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN1128;DISTRIBUIDORES;NEIVA;HUILA;Contado
CN1128;DISTRIBUIDORES;NEIVA;HUILA;Contado
CN1129;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1129;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1130;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN1130;DISTRIBUIDORES;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1131;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN1131;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN1132;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN1132;CLINICAS PRIVADAS;PASTO;NARINO;Contado
CN1133;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1133;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1135;MED LAB OP AMBUL;TULUA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1137;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1137;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1138;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1138;DROG FARMACIA Y MISC;CALI;VALLE DEL RIO CAUCA;Contado
CN1139;CLINICAS PUBLICAS;TAMESIS;ANTIOQUIA;Contado
CN1139;CLINICAS PUBLICAS;TAMESIS;ANTIOQUIA;Contado
CN1140;CLINICAS PRIVADAS;PALMIRA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1141;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN1141;NO DEDICADO A SALUD;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1142;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN1142;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN1143;NO DEDICADO A SALUD;SOPLAVIENTO;BOLIVAR;Contado
CN1143;NO DEDICADO A SALUD;SOPLAVIENTO;BOLIVAR;Contado
CN1144;BELLEZA Y ESTETICA;CALI;VALLE DEL RIO CAUCA;Contado
CN1144;BELLEZA Y ESTETICA;CALI;VALLE DEL RIO CAUCA;Contado
CN1147;CAMPAÑA;MEDELLIN;ANTIOQUIA;Contado
CN1147;CAMPAÑA;MEDELLIN;ANTIOQUIA;Contado
CN1148;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1148;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1149;DISTRIBUIDORES;FLORENCIA;CAQUETA;Contado
CN1149;DISTRIBUIDORES;FLORENCIA;CAQUETA;Contado
CN1150;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN1150;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN1154;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1154;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN1158;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN1161;MED LAB OP AMBUL;BOGOTA;BOGOTA;Contado
CN1161;MED LAB OP AMBUL;BOGOTA, DISTRITO CAPITAL;BOGOTA;Contado
CN1162;ODONTO CENTRO ODONTO;PALMIRA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1165;MED LAB OP AMBUL;NULL;NULL;Contado
CN1165;MED LAB OP AMBUL;ENVIGADO;ANTIOQUIA;Contado
CN1168;DROG FARMACIA Y MISC;IPIALES/N;NARINO;CREDITO 30 DIAS 5%
CN1170;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1170;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1171;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN1172;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN1172;NO DEDICADO A SALUD;BOGOTÁ;BOGOTA;Contado
CN1174;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1174;MED LAB OP AMBUL;PASTO;NARINO;Contado
CN1175;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN1176;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1176;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN1177;DISTRIBUIDORES;BUGA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1180;NO DEDICADO A SALUD;BOGOTÁ;BOGOTA;Contado
CN1180;NO DEDICADO A SALUD;BOGOTÁ;BOGOTA;Contado
CN1183;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 120 DIAS
CN1184;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1185;VETERINARIOS;JAMUNDI/V;VALLE DEL CAUCA;Contado
CN1186;DROG FARMACIA Y MISC;CALI;NULL;Contado
CN1191;DROG FARMACIA Y MISC;TULUA/V;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN1195;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1195;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN1198;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1199;MED LAB OP AMBUL;Tuluá;VALLE DEL CAUCA;Contado
CN1199;MED LAB OP AMBUL;Tuluá;VALLE DEL CAUCA;Contado
CN1204;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1204;NO DEDICADO A SALUD;PASTO;NARINO;Contado
CN1209;NO DEDICADO A SALUD;BOGOTÁ;BOGOTA;Contado
CN1209;NO DEDICADO A SALUD;BOGOTÁ;BOGOTA;Contado
CN1214;NO DEDICADO A SALUD;YUMBO/V;VALLE DEL CAUCA;CREDITO 90 DIAS
CN1216;MED LAB OP AMBUL;Bogotá, D.C.;BOGOTA;Contado
CN1216;MED LAB OP AMBUL;Bogotá, D.C.;BOGOTA;Contado
CN1217;DISTRIBUIDORES;ARMENIA/Q;QUINDIO;Contado
CN1222;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1224;NO DEDICADO A SALUD;MARINILLA;ANTIOQUIA;Contado
CN1224;NO DEDICADO A SALUD;MARINILLA;ANTIOQUIA;Contado
CN1225;DISTRIBUIDORES;SOGAMOSO;BOYACA;Contado
CN1225;DISTRIBUIDORES;SOGAMOSO;BOYACA;Contado
CN1229;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN1229;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN1230;CLINICAS PRIVADAS;PASTO/N;NARINO;CREDITO 90 DIAS
CN1232;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1234;MED LAB OP AMBUL;IPIALES;NARINO;Contado
CN1234;MED LAB OP AMBUL;IPIALES;NARINO;Contado
CN1235;MED LAB OP AMBUL;IPIALES;NARINO;Contado
CN1235;MED LAB OP AMBUL;IPIALES;NARINO;Contado
CN1237;DROG FARMACIA Y MISC;SANTANDER/C;CAUCA;CREDITO 30 DIAS 5%
CN1247;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%
CN1249;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1253;CLINICAS PUBLICAS;POPAYAN/C;CAUCA;CREDITO 30 DIAS
CN1259;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN1260;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CONTADO 5%
CN1261;NO DEDICADO A SALUD;CALI;NULL;CREDITO 30 DIAS
CN1263;NO DEDICADO A SALUD;CALI;NULL;CREDITO 60 DIAS
CN1264;CLINICAS PRIVADAS;CALI;NULL;CREDITO 60 DIAS
CN1273;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 90 DIAS
CN1274;DROG FARMACIA Y MISC;JAMUNDI/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1277;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1287;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1289;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1291;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN1302;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN1303;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1304;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN1306;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS 5%
CN1308;DROG FARMACIA Y MISC;LA UNION/V;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN1309;CLINICAS PRIVADAS;CALI;NULL;CREDITO 30 DIAS 3%, CONTADO 5%
CN1315;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN1316;DROG FARMACIA Y MISC;PALMIRA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
